MacroPlot Name,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
DENA-A274-G2,8/16/2016 1:58:54 PM,,,,,,,,,,,,,,1,0,30,1,30,Rachel Loehman,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483648,1,,D,2.5,,2,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
127-B002,6/15/2005 12:44:07 PM,,,,,,,,,,,,,,1,,30,1,30,D. Ostmann & C. Reynar,J. Northway,Damage Codes,,,,,True,
127-B002,6/15/2005 12:44:07 PM,-2147483648,1,,,,,0,,1,No trees,,,,,,,,,,,,,,,UNKN_100,,
127-B002,6/15/2005 12:44:07 PM,-2147483647,2,,L,,R,14,0.07,1,,,,,,,,,,,,,,,,SAPU15,,
127-B002,6/15/2005 12:44:07 PM,-2147483646,2,,L,,R,3,0.07,1,,,,,,,,,,,,,,,,SABE2,,
127-B002,6/15/2005 12:44:07 PM,-2147483645,2,,L,,R,2,0.09,1,,,,,,,,,,,,,,,,SALIX,,
127-B002,6/21/2007 2:35:17 PM,,,,,,,,,,,,,,1,6,30,1,6,J. Barnes; M. Booth & C. Reynar,J. Northway,Damage Codes,,,,,True,
127-B002,6/21/2007 2:35:17 PM,-2147483648,1,,,,,0,,1,No Trees,,,,,,,,,,,,,,,UNKN_100,,
127-B002,6/21/2007 2:35:17 PM,-2147483647,2,0,L,,,8,,1,0m - 1m,,,,,,,,,,,,,,,BENA,,
127-B002,6/21/2007 2:35:17 PM,-2147483646,2,0,L,,,2,,1,0m - 1m,,,,,,,,,,,,,,,SAPU15,,
127-B002,6/21/2007 2:35:17 PM,-2147483645,2,5,L,,,32,,1,5m - 6m,,,,,,,,,,,,,,,BENA,,
127-B002,6/21/2007 2:35:17 PM,-2147483644,2,5,L,,,1,,1,5m - 6m,,,,,,,,,,,,,,,SAPU15,,
127-B002,6/21/2007 2:35:17 PM,-2147483643,2,10,L,,,25,,1,10m - 11m,,,,,,,,,,,,,,,BENA,,
127-B002,6/21/2007 2:35:17 PM,-2147483642,2,15,L,,,13,,1,15m - 16m,,,,,,,,,,,,,,,BENA,,
127-B002,6/21/2007 2:35:17 PM,-2147483641,2,20,L,,,7,,1,20m - 21m,,,,,,,,,,,,,,,BENA,,
127-B002,6/21/2007 2:35:17 PM,-2147483640,2,20,L,,,3,,1,20m - 21m,,,,,,,,,,,,,,,SAPU15,,
127-B002,6/21/2007 2:35:17 PM,-2147483639,2,25,L,,,9,,1,25m - 26m,,,,,,,,,,,,,,,BENA,,
127-B002,6/29/2013 9:44:20 AM,,,,,,,,,,,,,,1,0,30,1,30,J. Northway,J. Northway,Damage Codes,,,,,True,
127-B002,6/29/2013 9:44:20 AM,-2147483648,1,,,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
127-B002,6/29/2013 9:44:20 AM,-2147483647,2,,,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-X2,7/13/2007 3:16:46 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483648,1,,D,2.5,,16,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483647,1,,D,7.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483646,2,,X,X,,0,,1,no moose browse species in plot.,,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,,,,,,,,,,,,,,1,0,0,0,201,J Hrobak; M Neuser; K Cowan,J OConnor,Damage  Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483648,1,,L,2.5,,24,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483647,1,,L,7.5,,10,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483646,1,,L,12.5,,15,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483645,1,,L,19,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483644,1,,D,2.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483643,1,,D,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483642,1,,D,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/26/2023 12:07:04 PM,,,,,,,,,,,,,,1,0,0,0,201,,,Damage  Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
A255-90-296,7/14/2005 1:43:06 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A255-90-296,7/14/2005 1:43:06 PM,1,2,1,L,,X,3,2,1,,0,3,0 ShrubDensity,,,,,,,,,,,,SABE2,,
A255-90-296,7/14/2005 1:43:06 PM,2,2,1,L,,X,1,2,1,,0,1,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A255-90-296,7/14/2005 1:43:06 PM,3,2,1,L,,X,5,4,1,,5,0,0 ShrubDensity,,,,,,,,,,,,BEPA,,
A255-90-296,7/14/2005 1:43:06 PM,4,2,1,L,,X,3,0.25,1,,3,0,0 ShrubDensity,,,,,,,,,,,,BEPA,,
A255-90-296,7/14/2005 1:43:06 PM,5,2,1,L,,X,7,2,1,,7,0,0 ShrubDensity,,,,,,,,,,,,BEPA,,
A255-90-296,7/14/2005 1:43:06 PM,6,2,1,L,,X,1,0.75,1,,1,0,0 ShrubDensity,,,,,,,,,,,,BEPA,,
A255-90-296,7/14/2005 1:43:06 PM,7,1,1,L,2.5,X,5,,1,,,, TreeBelt,,,,,,,,,,,,BEPA,,
A255-90-296,7/14/2005 1:43:06 PM,8,1,1,L,7.5,X,1,,1,,,, TreeBelt,,,,,,,,,,,,LALA,,
A255-90-296,7/14/2005 1:43:06 PM,9,1,1,L,2.5,X,7,,1,,,, TreeBelt,,,,,,,,,,,,LALA,,
A255-90-296,7/14/2005 1:43:06 PM,10,1,1,L,2.5,X,15,,1,,,, TreeBelt,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,,,,,,,,,,,,,,1,0,0,0,201,J Mitchell; R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483648,1,,L,2.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483647,1,,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483646,1,,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483645,1,,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483644,1,,L,35,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483643,1,,L,7.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483642,1,,L,12.5,,4,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483641,1,,L,19,,6,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483640,1,,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483639,1,,D,7.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,,,,,,,,,,,,,,1,4,0,0,201,M. Neuser; W. Gautsh,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483648,1,1,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483647,1,2,L,2.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483646,1,4,L,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483645,1,2,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483644,1,4,L,7.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483643,1,4,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483642,1,3,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483641,1,1,L,35,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483640,1,3,L,35,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483639,1,4,D,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483638,1,1,D,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483637,1,3,D,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483636,1,4,L,7.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483635,1,1,L,12.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483634,1,2,L,12.5,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483633,1,2,L,19,,6,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483632,1,4,L,19,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483631,1,4,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483630,1,3,D,7.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-A274-F9,7/10/2007 8:43:28 AM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-A274-F9,7/10/2007 8:43:28 AM,-2147483648,1,,L,2.5,,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F9,7/10/2007 8:43:28 AM,-2147483647,2,,X,X,,0,,1,no shrubs ,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F9,7/22/2016 12:43:09 PM,,,,,,,,,,,,,,1,0,30,1,30,Jennifer Hrobak,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483648,1,,D,2.5,,3,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483648,1,,L,2.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483647,1,,D,2.5,,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483646,1,,L,7.5,,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483645,1,,L,7.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483644,2,,X,X,,0,,1,no moose browse species in plot,,,,,,,,,,,,,,,UNKN_100,,
DENA-A288-O4,7/17/2007 1:53:23 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-A288-O4,7/17/2007 1:53:23 PM,-2147483648,1,1,D,2.5,,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A288-O4,7/17/2007 1:53:23 PM,-2147483647,2,1,X,X,,0,,1,no shrubs,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-36,7/1/2022 1:09:39 PM,,,,,,,,,,,,,,1,4,0,0,201,M Behrens T schaub R Brand,M Behrens,Damage Codes,Plot Area (Square meters),Individual Stem Counts (Shrubs),,,True,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483648,1,4,L,2.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483647,1,1,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483646,1,3,L,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483645,1,4,L,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483644,1,2,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483643,1,3,L,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483642,1,2,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483641,1,2,D,12.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483640,1,1,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483639,1,2,L,19,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483638,1,2,D,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483637,1,3,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483636,1,4,L,35,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483635,1,3,L,35,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-A274-F12,7/10/2007 2:04:18 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483648,1,,L,2.5,M,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483647,1,,L,7.5,M,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483646,1,,L,2.5,M,1,,1,,,,,,,,,,,,,,,,LALA,,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483645,2,,X,X,X,0,,1,no shrub data taken,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F12,7/22/2016 3:48:31 PM,,,,,,,,,,,,,,1,0,30,1,30,Rachel Loehman,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483648,1,,D,2.5,,2,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483647,1,,D,7.5,,2,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483646,1,,D,2.5,,1,,1,,FIRE,30,,,,,,,,,,,,,LALA,,
A148-90-317,7/8/2005 4:17:50 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A148-90-317,7/8/2005 4:17:50 PM,1,2,1,L,,X,2,0.75,1,,1,1,0 ShrubDensity,,,,,,,,,,,,SAAR3,,
A148-90-317,7/8/2005 4:17:50 PM,2,2,1,L,,X,1,0.25,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SASC,,
A148-90-317,7/8/2005 4:17:50 PM,3,2,1,L,,X,2,0.25,1,,1,1,0 ShrubDensity,,,,,,,,,,,,SALIX,,
A148-90-317,7/8/2005 4:17:50 PM,4,2,1,L,,X,20,0.75,1,,15,5,0 ShrubDensity,,,,,,,,,,,,SABE2,,
A148-90-317,7/8/2005 4:17:50 PM,5,2,1,L,,X,27,0.25,1,,26,1,0 ShrubDensity,,,,,,,,,,,,SABE2,,
A148-90-317,7/8/2005 4:17:50 PM,6,2,1,L,,X,9,2,1,,3,3,3 ShrubDensity,,,,,,,,,,,,SABE2,,
A148-90-317,7/8/2005 4:17:50 PM,7,2,1,L,,X,1,4,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SABE2,,
A148-90-317,7/8/2005 4:17:50 PM,8,2,1,L,,X,1,2,1,,0,0,1 ShrubDensity,,,,,,,,,,,,SAPU15,,
A148-90-317,7/8/2005 4:17:50 PM,9,2,1,L,,X,1,0.25,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A148-90-317,7/8/2005 4:17:50 PM,10,2,1,L,,X,2,4,1,,1,0,1 ShrubDensity,,,,,,,,,,,,BEPA,,
A148-90-317,7/8/2005 4:17:50 PM,11,2,1,L,,X,1,0.75,1,,0,0,1 ShrubDensity,,,,,,,,,,,,POBA2,,
A148-90-317,7/8/2005 4:17:50 PM,12,2,1,L,,X,1,0.25,1,,1,0,0 ShrubDensity,,,,,,,,,,,,POBA2,,
A148-90-317,7/8/2005 4:17:50 PM,13,2,1,L,,X,2,2,1,,0,2,0 ShrubDensity,,,,,,,,,,,,POTR5,,
A148-90-317,7/8/2005 4:17:50 PM,14,2,1,L,,X,7,0.25,1,,6,0,1 ShrubDensity,,,,,,,,,,,,POTR5,,
A148-90-317,7/8/2005 4:17:50 PM,15,2,1,L,,X,2,0.25,1,,1,1,0 ShrubDensity,,,,,,,,,,,,SAPS,,
A148-90-317,7/8/2005 4:17:50 PM,16,2,1,L,,X,1,0.25,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SAPS,,
A148-90-317,7/8/2005 4:17:50 PM,17,2,1,L,,X,2,0.75,1,,1,1,0 ShrubDensity,,,,,,,,,,,,SAPS,,
A148-90-317,7/8/2005 4:17:50 PM,18,1,1,L,2.5,X,6,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,19,1,1,L,2.5,X,2,,1,,,, TreeBelt,,,,,,,,,,,,BEPA,,
A148-90-317,7/8/2005 4:17:50 PM,20,1,1,L,2.5,X,8,,1,,,, TreeBelt,,,,,,,,,,,,LALA,,
A148-90-317,7/8/2005 4:17:50 PM,21,1,1,L,2.5,X,1,,1,,,, TreeBelt,,,,,,,,,,,,POTR5,,
A148-90-317,7/8/2005 4:17:50 PM,22,1,1,L,2.5,X,4,,1,,,, TreeBelt,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,,,,,,,,,,,,,,1,0,0,0,201,J Mitchell; R Wilson; M Llanes; C Campanelli,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483648,1,,L,2.5,,7,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483647,1,,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483646,1,,L,12.5,,5,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483645,1,,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483644,1,,L,35,,7,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483643,1,,D,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483642,1,,L,12.5,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483641,1,,L,19,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483640,1,,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,,,,,,,,,,,,,,1,4,0,0,201,K. Cowan,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483648,1,1,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483647,1,3,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483646,1,3,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483645,1,3,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483644,1,1,L,35,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483643,1,4,L,35,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483642,1,2,L,2.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483641,1,3,L,2.5,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483640,1,2,L,19,,2,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483639,1,3,L,19,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483638,1,3,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483637,1,4,D,2.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
A303-00-1376,7/19/2005 9:37:23 AM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A303-00-1376,7/19/2005 9:37:23 AM,1,2,1,L,,X,12,2,1,,0,8,4 ShrubDensity,,,,,,,,,,,,SABE2,,
A303-00-1376,7/19/2005 9:37:23 AM,2,2,1,L,,X,9,0.75,1,,3,4,2 ShrubDensity,,,,,,,,,,,,SABE2,,
A303-00-1376,7/19/2005 9:37:23 AM,3,2,1,L,,X,1,2,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A303-00-1376,7/19/2005 9:37:23 AM,4,2,1,L,,X,2,0.75,1,,0,2,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A303-00-1376,7/19/2005 9:37:23 AM,5,1,1,L,7.5,X,1,,1,,,, TreeBelt,,,,,,,,,,,,PIGL,,
A303-00-1376,7/19/2005 9:37:23 AM,6,1,1,L,2.5,X,1,,1,,,, TreeBelt,,,,,,,,,,,,PIGL,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483648,1,,L,2.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483647,1,,D,2.5,,12,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483646,1,,L,7.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483645,1,,D,7.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483644,2,,L,X,,1,0.8,1,,,1,,,,,,,,,,,,,SAPL2,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483643,2,,L,X,,1,0.45,1,,1,,,,,,,,,,,,,,SAPL2,,
A288-00-1358,7/18/2005 12:54:27 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A288-00-1358,7/18/2005 12:54:27 PM,1,2,1,L,,X,0,,1,,,, ShrubDensity,,,,,,,,,,,,UNKN_100,,
A288-00-1358,7/18/2005 12:54:27 PM,2,1,1,L,7.5,X,2,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,3,1,1,L,2.5,X,2,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,,,,,,,,,,,,,,1,0,0,0,201,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson; B McCreary,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483648,1,,L,2.5,,7,,1,,,201,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483647,1,,L,7.5,,7,,1,,,201,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483646,1,,L,12.5,,3,,1,,,201,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483645,1,,L,2.5,,13,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483644,1,,L,7.5,,18,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483643,1,,L,12.5,,11,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483642,1,,D,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483641,1,,D,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
