MacroPlot Name,Date,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483640,True,,1,9,L,13.7,13.2,,,10,4,2.5,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483639,True,,1,10,L,11.1,11.5,,,9.5,3.5,1.5,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M. Neuser; W. Gautsh,J. Hrobak,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483648,True,,1,1,L,3.7,3.1,,,0.63,0,0.78,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NE @ 4.11 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483647,True,,1,2,L,4.5,4.5,,,1.75,0.26,1.03,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,SE @ 3.66 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483646,True,,1,3,L,7.5,6.5,,,0.92,0.3,1.06,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,SE @ 2.22 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483645,True,,1,4,L,5.7,6.5,,,0.56,0.21,0.58,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,NW @ 5.85 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483644,True,,1,5,L,11.8,11.7,,,5,0.77,1.4,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,NW @ 7.79 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483643,True,,1,6,L,33.2,17,,,1.7,0.2,2.35,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.26 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483642,True,,1,7,L,28.4,18.6,,,3,0.75,1.43,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,SW @ 1.05 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483641,True,,1,8,L,9.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW @ 3.09 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483640,True,,1,9,L,20.9,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW @ 3.16 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483639,True,,1,10,L,14.7,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE @ 6.14 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483638,True,,1,11,L,11.9,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE @ 6.59 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483637,True,,1,12,L,18,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE @ 5.04 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483636,True,,1,13,L,29.5,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW @ 6.17 m from plot center.,,,,,,,,,,,,POTR5,,
DENA-A274-F9,7/22/2016 12:43:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,Rachel Loehman; Esther Babcock,J. Hrobak,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No live trees,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-36,7/1/2022 1:09:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M Behrens T Schaub R brand,M Behrens,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483648,True,,2,1,L,26.4,17.1,,,0.63,1.5,1.33,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.07SE,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483647,True,,4,2,L,26.3,18.7,,,0.96,3,1.08,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,2.56NW,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483646,True,,2,3,L,20.3,16,,,2.1,2.1,0.93,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,4.97SE,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483645,True,,3,4,L,19.7,15.5,,,1.9,1.9,1.15,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,4.11SW,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483644,True,,2,5,L,9.8,8.8,,,0.89,0.89,1.02,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,6.3SE,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483643,True,,2,6,L,11.4,9.5,,,1.93,1.93,0.91,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,6.24S,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483642,True,,4,7,L,5.9,5,,,0.12,3.1,0.89,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,7.49NW,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483641,True,,4,8,L,4.8,4.1,,,1.97,1.97,0.92,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,7.40NW,,,,,,,,,,,,PIGL,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483640,True,,4,9,L,1.6,1.26,,,0.09,0.09,0.87,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.06NW,,,,,,,,,,,,PIGL,,
DENA-A274-F12,7/22/2016 3:48:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,Rachel Loehman,J. Hrobak,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Live Trees,,,,,,,,,,,,,UNKN_100,,
A148-90-317,7/8/2005 4:17:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A148-90-317,7/8/2005 4:17:50 PM,1001,True,,1,1,L,1,2.2,,X,0.32,0.03,0.3,,,,,0.05,,,,,,,,,,,,FORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,great leader growth,,,,,,,,,,,LALA,,
A148-90-317,7/8/2005 4:17:50 PM,1002,True,,1,2,L,2.8,4,,X,0.3,0.22,0.5,,,,,0.3,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,BEPA,,
A148-90-317,7/8/2005 4:17:50 PM,1003,True,,1,3,L,4.5,4.3,,X,0.14,0.05,0.7,,,,,0.13,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,LALA,,
A148-90-317,7/8/2005 4:17:50 PM,1004,True,,1,4,L,1.6,2.3,,X,0,0,0.4,,,,,0,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,1005,True,,1,5,L,0.8,1.6,,X,0.1,0.1,0.3,,,,,0.1,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,1006,True,,1,6,L,1.7,2.1,,X,0.5,0.24,0.3,,,,,0.2,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,leaves rolled; defoliated,,,,,,,,,,,BEPA,,
A148-90-317,7/8/2005 4:17:50 PM,1007,True,,1,7,L,1,1.6,,X,0.12,0.02,0.4,,,,,0.12,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIGL,,
A148-90-317,7/8/2005 4:17:50 PM,1008,True,,1,8,L,0.8,1.8,,X,0.3,0.01,0.3,,,,,0.2,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIGL,,
A148-90-317,7/8/2005 4:17:50 PM,1009,True,,1,9,L,0.7,2.3,,X,1.2,0.26,0.3,,,,,0.8,,,,,,,,,,,,ASLM,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Mitchell; R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483648,True,,1,1,L,3,2.1,,,1.8,0,0.37,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483647,True,,1,2,L,3.3,5.5,,,0.63,0.32,0.8,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483646,True,,1,3,L,6,6.5,,,1.8,0,0.9,,,,,0.9,,,,,,,,,,,,LEAN,,,,,,,,,,,,leaning 15%,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483645,True,,1,4,L,12.1,13,,,4,0.1,1,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483644,True,,1,5,L,13.5,11,,,2,1,2,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483643,True,,1,6,L,8.8,9,,,2,0.4,1.5,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483642,True,,1,7,L,38.2,21,,,3,0,2,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483641,True,,1,8,L,24.7,16.9,,,2.5,0.3,1.4,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483640,True,,1,9,L,17.4,13.5,,,4.5,2.5,2.5,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483639,True,,1,10,L,15.5,13.3,,,4.5,2.9,2.3,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483638,True,,1,11,L,12.2,6,,,4.5,3,1.6,,,,,4.5,,,,,,,,,,,,BROK,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483637,True,,1,12,L,14.7,16.5,,,8,4,1.4,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,K. Cowan; J. Barnes,J. Hrobak,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483648,True,,1,1,L,1.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW @ 4.41 m from plot center,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483647,True,,1,2,L,2.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW @ 7.40 m from plot center,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483646,True,,1,3,L,16.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW @ 4.92 m from plot center,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483645,True,,1,4,L,18.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE @ 4.41 m from plot center,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483644,True,,1,5,L,26.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE @ 3.69 m from plot center,,,,,,,,,,,,POTR5,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483643,True,,1,6,L,1.1,1.7,,,0.1,0,0.4,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,NE @ 7.99 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483642,True,,1,7,L,6.5,5.9,,,2,0.8,0.45,,,,,1,,,,,,,,,,,,,,,,,,,,,,,SW @ 6.7 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483641,True,,1,8,L,11.8,10.6,,,1.9,1.75,0.8,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,LIMBED,SW @ 6.62 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483640,True,,1,9,L,16.2,12.1,,,3,1.1,0.8,,,,,3,,,,,,,,,,,,,,,,,,,,,,LIMBED,SW @ 4.53 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483639,True,,1,10,L,25,17.7,,,2.7,1.75,0.95,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,LIMBED,NW @ 6.58 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483638,True,,1,11,L,39.5,18.9,,,3,1.2,2,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,LIMBED,NE @ 3.61 m from plot center,,,,,,,,,,,,PIGL,,
A303-00-1376,7/19/2005 9:37:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A303-00-1376,7/19/2005 9:37:23 AM,1001,True,,1,1,L,9.2,5.2,,X,0.9,0,1.2,,,,,0,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIGL,,
A303-00-1376,7/19/2005 9:37:23 AM,1002,True,,1,2,L,3.6,3.1,,X,1.08,0,0.7,,,,,0.78,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIGL,,
A288-00-1358,7/18/2005 12:54:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A288-00-1358,7/18/2005 12:54:27 PM,1001,True,,1,1,L,6.6,3.8,,X,1.35,0,0.6,,,,,0.13,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,1002,True,,1,2,L,2.8,2.5,,X,1.2,0,0.4,,,,,0.3,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,1003,True,,1,3,L,7.7,6.4,,X,1.6,0,0.8,,,,,0,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,1004,True,,1,4,L,3.7,3.2,,X,1.21,0,0.65,,,,,0.4,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson; B McCreary,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483648,True,,1,1,L,6.5,5.4,,,1.15,0,0.79,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483647,True,,1,2,L,7.4,4.5,,,1,0.1,0.6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483646,True,,1,3,L,7.9,5.5,,,0.87,0.16,0.82,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483645,True,,1,4,L,7.2,5.7,,,1.9,0.31,0.65,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483644,True,,1,5,L,2.9,2.5,,,1.12,0.02,0.52,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483643,True,,1,6,L,4.4,3.4,,,0.85,0.2,0.35,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483642,True,,1,7,L,12.8,7.7,,,0.68,0,1.6,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483641,True,,1,8,L,11.3,9.2,,,2.4,0.15,1,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483640,True,,1,9,L,10.9,7.1,,,0.1,0,1.4,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483639,True,,1,10,L,10.1,6,,,1.1,0.1,1,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483638,True,,1,11,L,2.3,1.7,,,0,0,0.67,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483637,True,,1,12,L,1.85,1.3,,,0,0,0.89,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483636,True,,1,13,L,10.1,6,,,3.3,0.83,1.5,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Barnes; M Neuser; W Gautsch,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483648,True,,1,1,L,3.9,3.9,,,0,0,0.98,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NE @ 4.19 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483647,True,,1,2,L,2.8,2.3,,,0,0,0.64,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NE @ 7.22 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483646,True,,1,3,L,9.7,5.5,,,1.96,0.43,0.79,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,NE @ 6.96 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483645,True,,1,4,L,8.9,7.2,,,3.5,0.31,0.64,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,NE @ 7.18 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483644,True,,1,5,L,16.1,7.2,,,0.76,0,1.49,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,SW @ 5.37 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483643,True,,1,6,L,1.2,1.6,,,0,0,0.6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,SW @ 3.79 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483642,True,,1,7,L,4.1,2.9,,,1.36,0,0.64,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,SW @ 4.04 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483641,True,,1,8,L,8.4,5,,,2.1,0,0.92,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,SE @ 1.5 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483640,True,,1,9,L,6,4.6,,,0.85,0,0.96,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,SE @ 4.18 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483639,True,,1,10,L,13.1,6.7,,,1.39,0.32,1.12,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,NE @ 3.95 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483638,True,,1,11,L,14.4,8.1,,,1.45,0,1.32,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,SE @ 5.02 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483637,True,,1,12,L,13.9,7.4,,,0.79,0,1.2,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,NW @ 6.33 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483636,True,,1,13,L,15.3,7.8,,,1.11,0,1.63,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,NE @ 6.62 m along transect tape,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483635,True,,1,14,L,11.7,9.4,,,4.6,0.2,0.62,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,NW @ 6.93 m along transect tape,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A391-90-50,7/6/2005 2:00:52 PM,1001,True,,1,1,L,2.9,2,,I,1.2,0.25,0.5,,,,,0.22,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,1002,True,,1,2,L,2.8,2.1,,I,1.09,0,0.5,,,,,0.35,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,1003,True,,1,3,L,6.3,4.8,,C,1.4,0,0.6,,,,,0.38,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,1004,True,,1,4,L,8.1,5.2,,C,2.4,1.2,0.4,,,,,2.4,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,LALA,,
A391-90-50,7/6/2005 2:00:52 PM,1005,True,,1,5,L,5.4,4.6,,C,1.85,0,0.48,,,,,0.6,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/19/2006 8:56:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A391-90-50,7/19/2006 8:56:34 AM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No live trees in plot,,,,,,,,,,,,,UNKN_100,,
A391-90-50,7/27/2011 3:45:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A391-90-50,7/27/2011 3:45:05 PM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Live Trees in Plot,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-35,7/11/2022 11:28:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M Behrens T Schaub,M Behrens,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483648,True,,4,1,L,42.9,18.6,,,4.9,4.9,1.9,,,,,0,,,,,,,,,,,,,,,,,,,,,,,6.83NW,,,,,,,,,,,,PIGL,,
