MacroPlot Name,Date,Index,Transect,Point,Tape,Order,Height,CanopyLayer,Status,Comment,UV1,UV2,UV3,NumTran,TranLen,NumPtsTran,Offset,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
A223-86-227,7/15/2005 8:34:35 AM,35,1,9,4.5,6,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,36,1,10,5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,37,1,10,5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,38,1,10,5,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,39,1,10,5,4,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,40,1,10,5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,41,1,11,5.5,1,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,42,1,11,5.5,2,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A223-86-227,7/15/2005 8:34:35 AM,43,1,11,5.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,44,1,11,5.5,4,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,45,1,11,5.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,46,1,12,6,1,,,D,,,, VegPoint,,,,,,,,,,,PIMA,,
A223-86-227,7/15/2005 8:34:35 AM,47,1,12,6,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,48,1,12,6,3,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,49,1,12,6,4,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,50,1,12,6,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,51,1,13,6.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,52,1,13,6.5,2,,,L,,,, VegPoint,,,,,,,,,,,EPAN2,,
A223-86-227,7/15/2005 8:34:35 AM,53,1,13,6.5,3,,,X,,,, VegPoint,,,,,,,,,,,100HR,,
A223-86-227,7/15/2005 8:34:35 AM,54,1,13,6.5,4,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,55,1,13,6.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,56,1,14,7,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,57,1,14,7,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,58,1,14,7,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,59,1,14,7,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,60,1,15,7.5,1,,,D,,,, VegPoint,,,,,,,,,,,PIMA,,
A223-86-227,7/15/2005 8:34:35 AM,61,1,15,7.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,62,1,15,7.5,3,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,63,1,15,7.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,64,1,16,8,1,,,L,,,, VegPoint,,,,,,,,,,,PIGL,,
A223-86-227,7/15/2005 8:34:35 AM,65,1,16,8,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,66,1,16,8,3,,,L,,,, VegPoint,,,,,,,,,,,EPAN2,,
A223-86-227,7/15/2005 8:34:35 AM,67,1,16,8,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,68,1,17,8.5,1,,,L,,,, VegPoint,,,,,,,,,,,SAPU15,,
A223-86-227,7/15/2005 8:34:35 AM,69,1,17,8.5,2,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,70,1,17,8.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,71,1,18,9,1,,,L,,,, VegPoint,,,,,,,,,,,SAPU15,,
A223-86-227,7/15/2005 8:34:35 AM,72,1,18,9,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,73,1,18,9,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,74,1,18,9,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,75,1,19,9.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,76,1,19,9.5,2,,,L,,,, VegPoint,,,,,,,,,,,EPAN2,,
A223-86-227,7/15/2005 8:34:35 AM,77,1,19,9.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,78,1,20,10,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,79,1,20,10,2,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A223-86-227,7/15/2005 8:34:35 AM,80,1,20,10,3,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,81,1,20,10,4,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,82,1,20,10,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,83,1,21,10.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,84,1,21,10.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,85,1,21,10.5,3,,,L,,,, VegPoint,,,,,,,,,,,EPAN2,,
A223-86-227,7/15/2005 8:34:35 AM,86,1,21,10.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,87,1,22,11,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,88,1,22,11,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,89,1,22,11,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,90,1,22,11,4,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,91,1,23,11.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,92,1,23,11.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,93,1,23,11.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,94,1,24,12,1,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,95,1,24,12,2,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A223-86-227,7/15/2005 8:34:35 AM,96,1,24,12,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,97,1,24,12,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,98,1,25,12.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,99,1,25,12.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,100,1,25,12.5,3,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A223-86-227,7/15/2005 8:34:35 AM,101,1,25,12.5,4,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,102,1,25,12.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,103,1,26,13,1,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,104,1,26,13,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,105,1,26,13,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,106,1,26,13,4,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,107,1,26,13,5,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A223-86-227,7/15/2005 8:34:35 AM,108,1,27,13.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,109,1,27,13.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,110,1,27,13.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,111,1,27,13.5,4,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,112,1,27,13.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,113,1,28,14,1,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,114,1,28,14,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,115,1,29,14.5,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,116,1,29,14.5,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,117,1,29,14.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,118,1,29,14.5,4,,,L,,,, VegPoint,,,,,,,,,,,CLADO3,,
A223-86-227,7/15/2005 8:34:35 AM,119,1,29,14.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,120,1,30,15,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,121,1,30,15,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,122,1,30,15,3,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,123,1,31,15.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,124,1,31,15.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,125,1,31,15.5,3,,,L,,,, VegPoint,,,,,,,,,,,PEAP60,,
A223-86-227,7/15/2005 8:34:35 AM,126,1,32,16,1,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,127,1,32,16,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A223-86-227,7/15/2005 8:34:35 AM,128,1,32,16,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,129,1,33,16.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,130,1,33,16.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,131,1,33,16.5,3,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,132,1,33,16.5,4,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,133,1,33,16.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,134,1,34,17,1,,,D,,,, VegPoint,,,,,,,,,,,PIMA,,
A223-86-227,7/15/2005 8:34:35 AM,135,1,34,17,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,136,1,34,17,3,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A223-86-227,7/15/2005 8:34:35 AM,137,1,35,17.5,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,138,1,35,17.5,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,139,1,35,17.5,3,,,L,,,, VegPoint,,,,,,,,,,,ROAC,,
A223-86-227,7/15/2005 8:34:35 AM,140,1,36,18,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,141,1,36,18,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,142,1,36,18,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,143,1,37,18.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,144,1,37,18.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,145,1,37,18.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,146,1,37,18.5,4,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A223-86-227,7/15/2005 8:34:35 AM,147,1,37,18.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,148,1,38,19,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,149,1,38,19,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,150,1,39,19.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,151,1,39,19.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,152,1,39,19.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,153,1,40,20,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,154,1,40,20,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,155,1,40,20,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,156,1,40,20,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,157,1,41,20.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,158,1,41,20.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,159,1,41,20.5,3,,,L,,,, VegPoint,,,,,,,,,,,MEPA,,
A223-86-227,7/15/2005 8:34:35 AM,160,1,41,20.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,161,1,42,21,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,162,1,42,21,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,163,1,42,21,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,164,1,43,21.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,165,1,43,21.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,166,1,43,21.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,167,1,44,22,1,,,L,,,, VegPoint,,,,,,,,,,,PIGL,,
A223-86-227,7/15/2005 8:34:35 AM,168,1,44,22,2,,,L,,,, VegPoint,,,,,,,,,,,EPAN2,,
A223-86-227,7/15/2005 8:34:35 AM,169,1,44,22,3,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A223-86-227,7/15/2005 8:34:35 AM,170,1,44,22,4,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,171,1,44,22,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,172,1,45,22.5,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,173,1,45,22.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,174,1,45,22.5,3,,,X,,,, VegPoint,,,,,,,,,,,1HR,,
A223-86-227,7/15/2005 8:34:35 AM,175,1,45,22.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,176,1,46,23,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,177,1,46,23,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,178,1,46,23,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,179,1,47,23.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,180,1,47,23.5,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,181,1,47,23.5,3,,,L,,,, VegPoint,,,,,,,,,,,POJU70,,
A223-86-227,7/15/2005 8:34:35 AM,182,1,48,24,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,183,1,48,24,2,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,184,1,48,24,3,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,185,1,48,24,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,186,1,49,24.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,187,1,49,24.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,188,1,49,24.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,189,1,50,25,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,190,1,50,25,2,,,L,,,, VegPoint,,,,,,,,,,,ROAC,,
A223-86-227,7/15/2005 8:34:35 AM,191,1,50,25,3,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,192,1,50,25,4,,,L,,,, VegPoint,,,,,,,,,,,CLADO3,,
A223-86-227,7/15/2005 8:34:35 AM,193,1,50,25,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,194,1,51,25.5,1,,,X,,,, VegPoint,,,,,,,,,,,POTEN,,
A223-86-227,7/15/2005 8:34:35 AM,195,1,52,26,1,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,196,1,52,26,2,,,L,,,, VegPoint,,,,,,,,,,,CLADO3,,
A223-86-227,7/15/2005 8:34:35 AM,197,1,52,26,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,198,1,53,26.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,199,1,53,26.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,200,1,53,26.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,201,1,54,27,1,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,202,1,54,27,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,203,1,54,27,3,,,L,,,, VegPoint,,,,,,,,,,,EQSC,,
A223-86-227,7/15/2005 8:34:35 AM,204,1,54,27,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,205,1,55,27.5,1,,,L,,,, VegPoint,,,,,,,,,,,SABE2,,
A223-86-227,7/15/2005 8:34:35 AM,206,1,55,27.5,2,,,D,,,, VegPoint,,,,,,,,,,,PIGL,,
A223-86-227,7/15/2005 8:34:35 AM,207,1,55,27.5,3,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A223-86-227,7/15/2005 8:34:35 AM,208,1,55,27.5,4,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,209,1,55,27.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,210,1,56,28,1,,,L,,,, VegPoint,,,,,,,,,,,SABE2,,
A223-86-227,7/15/2005 8:34:35 AM,211,1,56,28,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,212,1,56,28,3,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,213,1,56,28,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,214,1,57,28.5,1,,,L,,,, VegPoint,,,,,,,,,,,SABE2,,
A223-86-227,7/15/2005 8:34:35 AM,215,1,57,28.5,2,,,L,,,, VegPoint,,,,,,,,,,,ROAC,,
A223-86-227,7/15/2005 8:34:35 AM,216,1,57,28.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,217,1,57,28.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,218,1,58,29,1,,,L,,,, VegPoint,,,,,,,,,,,SABE2,,
A223-86-227,7/15/2005 8:34:35 AM,219,1,58,29,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,220,1,58,29,3,,,L,,,, VegPoint,,,,,,,,,,,COCA13,,
A223-86-227,7/15/2005 8:34:35 AM,221,1,58,29,4,,,L,,,, VegPoint,,,,,,,,,,,CLADO3,,
A223-86-227,7/15/2005 8:34:35 AM,222,1,59,29.5,1,,,L,,,, VegPoint,,,,,,,,,,,SABE2,,
A223-86-227,7/15/2005 8:34:35 AM,223,1,59,29.5,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,224,1,59,29.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,225,1,59,29.5,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A223-86-227,7/15/2005 8:34:35 AM,226,1,60,30,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A223-86-227,7/15/2005 8:34:35 AM,227,1,60,30,2,,,L,,,, VegPoint,,,,,,,,,,,LEPA11,,
A223-86-227,7/15/2005 8:34:35 AM,228,1,60,30,3,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A223-86-227,7/15/2005 8:34:35 AM,229,1,60,30,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
127-B001,6/23/2004 8:58:41 PM,,,,,,,,,,,,,1,30,60,0,L Weddle; D Ostmann & G Hook,J Northway,Status (e.g.; charred; scorched; etc.) or Tree Damage Code,Seedling or Sapling ,Rotten or Solid for 1000HR fuels,,,True,
127-B001,6/23/2004 8:58:41 PM,1,1,1,0.5,1,,,L,,,,,,,,,,,,,,,LYAN2,,
127-B001,6/23/2004 8:58:41 PM,2,1,2,1,1,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,3,1,2,1,2,,,L,,,,,,,,,,,,,,,SPHAG2,,
127-B001,6/23/2004 8:58:41 PM,4,1,3,1.5,1,,,X,,,,,,,,,,,,,,,LTR,,
127-B001,6/23/2004 8:58:41 PM,5,1,4,2,1,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,6,1,4,2,2,,,L,,,,,,,,,,,,,,,SPHAG2,,
127-B001,6/23/2004 8:58:41 PM,7,1,5,2.5,1,,,X,,,,,,,,,,,,,,,LTR,,
127-B001,6/23/2004 8:58:41 PM,8,1,6,3,1,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,9,1,7,3.5,1,,,L,,,,,,,,,,,,,,,VAUL,,
127-B001,6/23/2004 8:58:41 PM,10,1,7,3.5,2,,,L,,,,,,,,,,,,,,,SPHAG2,,
127-B001,6/23/2004 8:58:41 PM,11,1,8,4,1,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,12,1,8,4,2,,,X,,,,,,,,,,,,,,,W,,
127-B001,6/23/2004 8:58:41 PM,13,1,8,4,3,,,X,,,,,,,,,,,,,,,LTR,,
127-B001,6/23/2004 8:58:41 PM,14,1,9,4.5,1,,,L,,,,,,,,,,,,,,,RUCH,,
127-B001,6/23/2004 8:58:41 PM,15,1,9,4.5,2,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,16,1,9,4.5,3,,,L,,,,,,,,,,,,,,,SPHAG2,,
127-B001,6/23/2004 8:58:41 PM,17,1,10,5,1,,,L,,,,,,,,,,,,,,,ERVA4,,
127-B001,6/23/2004 8:58:41 PM,18,1,10,5,2,,,L,,,,,,,,,,,,,,,SPHAG2,,
127-B001,6/23/2004 8:58:41 PM,19,1,11,5.5,1,,,L,,,,,,,,,,,,,,,CABI5,,
127-B001,6/23/2004 8:58:41 PM,20,1,12,6,1,,,L,,,,,,,,,,,,,,,CABI5,,
127-B001,6/23/2004 8:58:41 PM,21,1,12,6,2,,,L,,,,,,,,,,,,,,,SPHAG2,,
