MacroPlot Name,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
A223-86-246,7/8/2005 11:42:12 AM,4,1,3,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,POTR5,,
A223-86-246,7/8/2005 11:42:12 AM,5,1,27,L,,R,1,,1,,,, TreeSeedling,,,,,,,,,,,,POTR5,,
DENA-WIG-16,7/30/2014 3:46:38 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Northway; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-16,7/30/2014 3:46:38 PM,-2147483648,1,4,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-16,7/30/2014 3:46:38 PM,-2147483647,1,11,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-16,7/30/2014 3:46:38 PM,-2147483646,1,6,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-16,7/30/2014 3:46:38 PM,-2147483645,1,13,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483648,1,3,L,SE,I,10,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483647,1,15,L,SE,I,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483646,1,27,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483645,1,27,L,SE,I,4,,1,,,,,,,,,,,,,,,,LALA,,
DENA-WIG-15,7/31/2014 11:09:45 AM,,,,,,,,,,,,,,1,4,2,2,4,J. Northway; K. Mitchell,J. Northway,,,,,,True,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483648,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483647,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483646,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483645,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-D3,7/17/2007 9:13:11 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483647,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; C Campanelli; B McCreary; H Bradshaw,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,,,,,,,,,,,,,,1,3,0,0,3.14,K. Cowan; V. Belser,J. Hrobak,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483648,1,4,L,SE,M,2,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483647,1,8,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483646,1,12,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Hrobak; M Neuser; K Cowan,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-13,6/21/2023 12:55:47 PM,,,,,,,,,,,,,,1,3,0,0,3.14,,,Quadrat Radius (if Circular Plot) (m),,,,,True,
LACL-CUR-A06,6/17/2014 3:00:36 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; B. West; L. Schomaker,J. Northway,,,,,,True,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F8,7/10/2007 2:40:12 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483648,1,3,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483647,1,15,L,SE,I,12,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483646,1,15,L,SE,I,2,,1,,,,,,,,,,,,,,,,LALA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483645,1,27,L,SE,I,6,,1,,,,,,,,,,,,,,,,LALA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,,,,,,,,,,,,,,1,3,2,1,2,Rachel Loehman,J. Hrobak,,,,,,True,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483648,1,3,L,SE,I,6,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483647,1,3,L,SE,M,13,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483646,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483645,1,27,L,SE,I,8,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483644,1,27,L,SE,M,7,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483643,1,27,L,SE,I,3,,1,Counted BENAs.,,,,,,,,,,,,,,,BENA,,
A148-90-324,7/14/2005 2:20:56 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A148-90-324,7/14/2005 2:20:56 PM,1,1,27,L,,I,8,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-324,7/14/2005 2:20:56 PM,2,1,15,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-324,7/14/2005 2:20:56 PM,3,1,27,L,,M,14,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-324,7/14/2005 2:20:56 PM,4,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-21,8/3/2022 1:40:03 PM,,,,,,,,,,,,,,1,3,0,0,3.14,Tessa Schaub,Jennifer McMillan,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-TLS-21,8/3/2022 1:40:03 PM,-2147483648,1,4,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-TLS-21,8/3/2022 1:40:03 PM,-2147483647,1,12,L,SE,R,1,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-TLS-21,8/3/2022 1:40:03 PM,-2147483646,1,12,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-TLS-21,8/3/2022 1:40:03 PM,-2147483645,1,12,L,SE,M,3,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-TLS-21,8/3/2022 1:40:03 PM,-2147483644,1,8,L,,,0,,1,no seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-YY6,7/13/2007 3:46:19 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-YY6,7/13/2007 3:46:19 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-YY6,7/13/2007 3:46:19 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-YY6,7/13/2007 3:46:19 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A417-02-663,7/13/2005 10:02:39 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A417-02-663,7/13/2005 10:02:39 AM,1,1,15,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,POBA2,,
A417-02-663,7/13/2005 10:02:39 AM,2,1,15,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,POBA2,,
A417-02-663,7/13/2005 10:02:39 AM,3,1,15,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,LALA,,
A417-02-663,7/13/2005 10:02:39 AM,4,1,27,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,LALA,,
A417-02-663,7/13/2005 10:02:39 AM,5,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A255-90-323,7/14/2005 3:21:54 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A255-90-323,7/14/2005 3:21:54 PM,1,1,27,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A255-90-323,7/14/2005 3:21:54 PM,2,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A255-90-323,7/14/2005 3:21:54 PM,3,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; C Campanelli; B McCreary; H Bradshaw; M Llanes,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,-2147483648,1,4,L,SE,I,1,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,-2147483647,1,4,L,SE,M,1,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,-2147483646,1,8,L,SE,M,2,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,-2147483645,1,12,L,SE,I,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,7/24/2009 2:19:15 PM,-2147483644,1,12,L,SE,M,3,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Barnes; V Belser,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483648,1,4,L,SE,I,24,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483647,1,4,L,SE,R,12,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483646,1,8,L,SE,I,147,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483645,1,8,L,SE,R,15,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483644,1,12,L,SE,I,97,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z2-14,9/2/2021 7:23:19 PM,-2147483643,1,12,L,SE,R,3,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-TLS-27,6/21/2022 12:21:02 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; T. Schaub; M. behrens,M. Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-27,6/21/2022 12:21:02 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-27,6/21/2022 12:21:02 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-27,6/21/2022 12:21:02 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
A223-86-227,7/15/2005 8:34:35 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A223-86-227,7/15/2005 8:34:35 AM,1,1,3,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A223-86-227,7/15/2005 8:34:35 AM,2,1,15,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A223-86-227,7/15/2005 8:34:35 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-24,7/31/2014 2:39:49 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-24,7/31/2014 2:39:49 PM,-2147483648,1,4,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIGL,,
DENA-WIG-24,7/31/2014 2:39:49 PM,-2147483647,1,4,L,SE,I,1,,1,,,,,,,,,,,,,,,,BEPA,,
DENA-WIG-24,7/31/2014 2:39:49 PM,-2147483646,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-24,7/31/2014 2:39:49 PM,-2147483645,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-24,7/31/2014 2:39:49 PM,-2147483644,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-08,8/5/2014 12:36:53 PM,,,,,,,,,,,,,,1,4,2,1,2,J. Barnes; C. Adam,J. Northway,,,,,,True,
DENA-BVL-08,8/5/2014 12:36:53 PM,-2147483648,1,1,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-08,8/5/2014 12:36:53 PM,-2147483647,1,2,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-08,8/5/2014 12:36:53 PM,-2147483646,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-08,8/5/2014 12:36:53 PM,-2147483645,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-08,7/29/2014 10:36:20 AM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-08,7/29/2014 10:36:20 AM,-2147483648,1,4,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-08,7/29/2014 10:36:20 AM,-2147483647,1,11,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-08,7/29/2014 10:36:20 AM,-2147483646,1,6,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-08,7/29/2014 10:36:20 AM,-2147483645,1,13,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-F08,6/18/2014 2:01:55 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; B. West; L. Schomaker,J. Northway,,,,,,True,
LACL-CUR-F08,6/18/2014 2:01:55 PM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-F08,6/18/2014 2:01:55 PM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-F08,6/18/2014 2:01:55 PM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
A255-90-320,7/14/2005 2:36:12 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A255-90-320,7/14/2005 2:36:12 PM,1,1,15,L,,I,6,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A255-90-320,7/14/2005 2:36:12 PM,2,1,3,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A255-90-320,7/14/2005 2:36:12 PM,3,1,27,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A255-90-320,7/14/2005 2:36:12 PM,4,1,27,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
DENA-HQ-TX-15,6/22/2021 4:59:47 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Hrobak; M Neuser; K Cowan,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-15,6/22/2021 4:59:47 PM,-2147483648,1,4,L,SE,M,2,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-15,6/22/2021 4:59:47 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-15,6/22/2021 4:59:47 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-15,6/28/2023 2:34:59 PM,,,,,,,,,,,,,,1,3,0,0,3.14,,,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-26,7/22/2009 5:03:17 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; R Wilson; M Llanes; C Campanelli,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-26,7/22/2009 5:03:17 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-26,7/22/2009 5:03:17 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-26,7/22/2009 5:03:17 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-26,8/13/2021 6:35:20 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M Neuser; R Nessle; W Gautsch,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-26,8/13/2021 6:35:20 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-26,8/13/2021 6:35:20 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-26,8/13/2021 6:35:20 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-13,8/5/2014 1:05:06 PM,,,,,,,,,,,,,,1,4,2,1,2,J. Barnes; C. Adam,J. Northway,,,,,,True,
DENA-BVL-13,8/5/2014 1:05:06 PM,-2147483648,1,1,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-13,8/5/2014 1:05:06 PM,-2147483647,1,2,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-13,8/5/2014 1:05:06 PM,-2147483646,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-13,8/5/2014 1:05:06 PM,-2147483645,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z2,7/11/2007 10:05:38 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z2,7/11/2007 10:05:38 AM,-2147483648,1,3,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z2,7/11/2007 10:05:38 AM,-2147483647,1,15,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z2,7/11/2007 10:05:38 AM,-2147483646,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-X1,7/13/2007 1:41:05 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-X1,7/13/2007 1:41:05 PM,-2147483648,1,3,L,SE,I,1,,1,,,,,,,,,,,,,,,,POBA2,,
DENA-B288-X1,7/13/2007 1:41:05 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-X1,7/13/2007 1:41:05 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-38,7/11/2022 12:13:21 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M Behrens T Schaub,M Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-38,7/11/2022 12:13:21 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-38,7/11/2022 12:13:21 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-38,7/11/2022 12:13:21 PM,-2147483646,1,12,L,,M,2,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-A288-PP2,7/19/2007 11:05:43 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A288-PP2,7/19/2007 11:05:43 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A288-PP2,7/19/2007 11:05:43 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A288-PP2,7/19/2007 11:05:43 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-26,6/22/2022 1:52:29 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; T. Schaub; M. Behrens,T. Schaub,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-26,6/22/2022 1:52:29 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-26,6/22/2022 1:52:29 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-26,6/22/2022 1:52:29 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-22,6/24/2022 3:39:43 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; T. Schaub; M. Behrens,T. Schaub,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-22,6/24/2022 3:39:43 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-22,6/24/2022 3:39:43 PM,-2147483647,1,8,L,,M,4,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-TLS-22,6/24/2022 3:39:43 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G4,7/18/2007 8:55:53 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A274-G4,7/18/2007 8:55:53 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G4,7/18/2007 8:55:53 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G4,7/18/2007 8:55:53 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G4,8/16/2016 9:56:09 AM,,,,,,,,,,,,,,1,3,2,1,2,Rachel Loehman,J. Hrobak,,,,,,True,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483648,1,3,L,SE,I,20,,1,Growing on Sphagum,,,,,,,,,,,,,,,PIMA,,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483647,1,3,L,SE,M,8,,1,Growing on Sphagum,,,,,,,,,,,,,,,PIMA,,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483646,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483645,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B664-91-494,7/18/2005 1:03:05 PM,1,1,27,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,2,1,15,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,3,1,15,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,4,1,27,L,,M,5,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,5,1,3,L,,M,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-494,7/18/2005 1:03:05 PM,6,1,3,L,,M,3,,1,,,, TreeSeedling,,,,,,,,,,,,LALA,,
B664-91-494,7/18/2005 1:03:05 PM,7,1,27,L,,M,3,,1,,,, TreeSeedling,,,,,,,,,,,,LALA,,
LACL-CUR-A01,6/17/2014 9:59:52 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; B. West; L. Schomaker,J. Northway,,,,,,True,
LACL-CUR-A01,6/17/2014 9:59:52 AM,-2147483648,1,3,X,,,0,,1,No seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A01,6/17/2014 9:59:52 AM,-2147483647,1,14,X,,,0,,1,No seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A01,6/17/2014 9:59:52 AM,-2147483646,1,27,X,,,0,,1,No seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-H6,7/18/2007 11:27:56 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
