RegistrationUnit_Name,ProjectUnit_Name,MacroPlot_Name,Multi_PU,SampleEvent_Date,SampleEvent_LegacyMonitoringStatus,MonitoringStatus_Name,Protocols,Visited
"AKWEST","DENA-HZF","DENA-HZF-Z2-10RL","N",8/11/2021 7:54:18 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-10RL","N",8/11/2021 7:54:18 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-10RL","N",8/11/2021 7:54:18 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",6/13/2003 9:12:53 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",6/13/2003 9:12:53 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",6/14/2005 4:32:56 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",6/14/2005 4:32:56 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",7/24/2009 2:19:15 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z2-14","N",9/2/2021 7:23:19 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",8/12/2003 9:28:55 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",8/12/2003 9:28:55 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",6/16/2005 4:47:45 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",6/16/2005 4:47:45 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",7/25/2009 9:39:23 AM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-15RL","N",9/1/2021 7:23:10 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",6/11/2003 9:33:27 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",6/11/2003 9:33:27 AM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",6/13/2005 11:27:01 AM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",6/13/2005 11:27:01 AM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",7/22/2009 3:38:14 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z2-16","N",8/13/2021 4:40:20 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",6/11/2003 5:18:15 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",6/11/2003 5:18:15 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",6/15/2005 1:23:19 PM,"PreTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",6/15/2005 1:23:19 PM,"PreTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/23/2009 3:45:07 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-06","N",7/14/2021 8:39:35 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",6/14/2005 2:20:45 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",6/14/2005 2:20:45 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",7/23/2009 3:54:00 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-07","N",8/12/2021 7:22:58 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",6/12/2003 5:28:06 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",6/12/2003 5:28:06 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",6/14/2005 2:31:36 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",6/14/2005 2:31:36 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",7/21/2009 4:02:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-08","N",8/12/2021 7:22:50 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/17/2003 5:36:51 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/17/2003 5:36:51 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",6/16/2005 2:57:03 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",6/16/2005 2:57:03 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",7/25/2009 4:10:29 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-10RL","N",8/11/2021 7:22:39 PM,"PostTreatmentYear18","PostTreatmentYear18","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",6/10/2003 5:42:15 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",6/10/2003 5:42:15 PM,"PreTreatmentYear1","PreTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",6/14/2005 3:10:04 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",6/14/2005 3:10:04 PM,"PostTreatmentYear1","PostTreatmentYear1","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Points (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Density - Belts (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","SOILS","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",7/22/2009 4:16:02 PM,"PostTreatmentYear5","PostTreatmentYear5","Surface Fuels","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",8/12/2021 7:22:31 PM,"PostTreatmentYear18","PostTreatmentYear18","Density - Quadrats (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",8/12/2021 7:22:31 PM,"PostTreatmentYear18","PostTreatmentYear18","Disturbance History","N"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",8/12/2021 7:22:31 PM,"PostTreatmentYear18","PostTreatmentYear18","Trees - Individuals (metric)","Y"
"AKWEST","DENA-HZF","DENA-HZF-Z3-13","N",8/12/2021 7:22:31 PM,"PostTreatmentYear18","PostTreatmentYear18","Cover - Points (metric)","Y"
