MacroPlot Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
DENA-WIG-16,7/30/2014 3:46:38 PM,-2147483623,X,,,2,,,,,,,,,,,,,,W,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,,,,,,,,,,,,,,,,,,,,True,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483648,L,,,17,1.5,,,,,,,,,,,,,PIMA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483647,L,,,4.5,1.5,,,,,,,,,,,,,LALA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483646,L,,,0.5,,,,,,,,,,,,,,BENA,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483645,L,,,4.5,,,,,,,,,,,,,,EMNI,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483644,L,,,17,,,,,,,,,,,,,,LEPAD,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483643,L,,,17,,,,,,,,,,,,,,VAUL,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483642,L,,,4.5,,,,,,,,,,,,,,VAVI,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483641,L,,,4.5,,,,,,,,,,,,,,VAOX,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483640,L,,,4.5,,,,,,,,,,,,,,RUCH,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483639,L,,,42,,,,,,,,,,,,,,CLRA60,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483638,L,,,42,,,,,,,,,,,,,,SPHAG2,,
DENA-B288-Z4,7/11/2007 1:09:13 PM,-2147483637,L,,,17,,horned with cups,,,,,,,,,,,,CLADO3,,
DENA-WIG-15,7/31/2014 11:09:45 AM,,,,,,,,,,,,0.02,J. Northway; K. Mitchell,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483648,L,,R,0.5,,,,,,,,,,,,,,ALVIC,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483647,L,,R,0.5,0.35,,,,,,,,,,,,,SAGL,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483646,L,,R,0.5,0.35,,,,,,,,,,,,,SAPU15,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483645,L,,R,0.5,0.35,,,,,,,,,,,,,SAMY,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483644,L,,R,20,,,,,,,,,,,,,,BENA,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483643,L,,R,5,,,,,,,,,,,,,,BEOC2,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483642,L,,R,0.5,,,,,,,,,,,,,,LEPA11,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483641,L,,,10,,,,,,,,,,,,,,VAUL,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483640,L,,,3,,,,,,,,,,,,,,RUCH,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483639,L,,,30,,,,,,,,,,,,,,EQFL,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483638,L,,I,0.5,,,,,,,,,,,,,,EPAN2,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483637,L,,,5,,,,,,,,,,,,,,CACA4,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483636,L,,,5,,,,,,,,,,,,,,GRASS,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483635,L,,,65,,,,,,,,,,,,,,ERVA4,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483634,L,,,10,,,,,,,,,,,,,,SPHAG2,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483633,L,,,0.5,,,,,,,,,,,,,,CEPU12,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483632,L,,,0.5,,,,,,,,,,,,,,POJU70,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483631,L,,,1,,,,,,,,,,,,,,AULAC2,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483630,L,,,0.5,,,,,,,,,,,,,,MAPO16,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483629,X,,,0.5,,,,,,,,,,,,,,1HR,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483628,X,,,0.5,,,,,,,,,,,,,,10HR,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483627,X,,,15,,,,,,,,,,,,,,DM,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483626,X,,,20,,,,,,,,,,,,,,UD,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483625,X,,,0.5,,,,,,,,,,,,,,LD,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483624,X,,,10,,,,,,,,,,,,,,MIN,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483623,X,,,10,,,,,,,,,,,,,,W,,
DENA-WIG-15,7/31/2014 11:09:45 AM,-2147483622,L,,,0.5,,green liverwort,,,,,,,,,,,,2LW,,
DENA-A303-D3,7/17/2007 9:13:11 AM,,,,,,,,,,,,,,,,,,,,True,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483648,D,,,4.5,,,,0,9,,,,,,,,,PIMA,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483647,L,,,0.5,1.5,,20,0,3,,,,,,,,,LALA,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483646,L,,R,4.5,0.2,,,,,,,,,,,,,BENA,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483645,L,,R,17,0.2,,,,,,,,,,,,,EMNI,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483644,L,,R,42,0.2,,,,,,,,,,,,,LEPA11,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483643,L,,R,17,0.2,,,,,,,,,,,,,VAUL,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483642,L,,,17,0.2,,,,,,,,,,,,,VAVI,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483641,L,,,0.5,,,,,,,,,,,,,,GRASS,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483640,L,,R,42,,,,,,,,,,,,,,ERVA4,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483639,L,,,0.5,,,,,,,,,,,,,,GELI2,,
DENA-A303-D3,7/17/2007 9:13:11 AM,-2147483638,L,,,0.5,,,,,,,,,,,,,,LICHEN,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,,,,,,,,,,,,0.02,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J OConnor,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483648,L,,,55,7,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483647,L,,,5,,,,,,,,,,,,,,BENA,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483646,L,,,20,0.9,,,,,,,,,,,,,LEPAD,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483645,L,,,15,0.2,,,,,,,,,,,,,VAUL,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483644,L,,,17,,,,,,,,,,,,,,VAVI,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483643,L,,,4.5,,,,,,,,,,,,,,ARRU,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483642,L,,,4.5,,,,,,,,,,,,,,RUCH,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483641,L,,,17,,,,,,,,,,,,,,EMNI,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483640,L,,,4.5,,,,,,,,,,,,,,PEFR5,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483639,L,,,0.1,,,,,,,,,,,,,,PYROL,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483638,L,,,17,,,,,,,,,,,,,,GRASS,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483637,L,,,42,,,,,,,,,,,,,,SPHAG2,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483636,L,,,17,,,,,,,,,,,,,,FMOSS,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483635,L,,,17,,,,,,,,,,,,,,HYSP70,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483634,L,,,4.5,,,,,,,,,,,,,,PLSC70,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483633,L,,,4.5,,,,,,,,,,,,,,PEAP60,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483632,L,,,4.5,,,,,,,,,,,,,,CLMI60,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483631,X,,,6,,,,,,,,,,,,,,10HR,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483630,X,,,30,,,,,,,,,,,,,,LTRH,,
DENA-HZF-C-03,7/24/2009 1:38:58 AM,-2147483629,X,,,2,,,,,,,,,,,,,,LTRNDL,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,,,,,,,,,,,,0.02,J. Barnes,J. Hrobak,Height to Live Crown (cm) (Trees Only)   (Legacy),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483648,L,,,40,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483647,L,,,5,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483646,L,,,35,,,,,,,,,,,,,,SAPU15,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483645,L,,,5,,,,,,,,,,,,,,BEGL,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483644,L,,,30,,,,,,,,,,,,,,LEPAD,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483643,L,,,25,,,,,,,,,,,,,,VAUL,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483642,L,,,30,,,,,,,,,,,,,,VAVI,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483641,L,,,20,,,,,,,,,,,,,,EMNI,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483640,L,,,40,,,,,,,,,,,,,,CABI5,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483639,L,,,2,,,,,,,,,,,,,,CACA4,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483638,L,,,5,,,,,,,,,,,,,,PEFR5,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483637,L,,,40,,,,,,,,,,,,,,SPHAG2,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483636,L,,,30,,,,,,,,,,,,,,HYSP70,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483635,L,,,20,,,,,,,,,,,,,,PLSC70,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483634,L,,,3,,,,,,,,,,,,,,PEAP60,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483633,X,,,2,,,,,,,,,,,,,,LTRNDL,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483632,X,,,15,,,,,,,,,,,,,,LTRH,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483631,X,,,0.5,,,,,,,,,,,,,,1HR,,
DENA-HZF-C-03,7/15/2021 7:16:05 PM,-2147483630,X,,,0.5,,,,,,,,,,,,,,10HR,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,,,,,,,,,,,,0.02,J Hrobak; M Neuser,J OConnor,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483648,L,,,25,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483647,L,,,25,,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483646,L,,M,0.5,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483645,L,,M,5,,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483644,D,,,5,,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483643,L,,,0.5,,,,,,,,,,,,,,LEPAD,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483642,L,,,0.5,,,,,,,,,,,,,,ROAC,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483641,L,,,15,,,,,,,,,,,,,,VAUL,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483640,L,,,55,,,,,,,,,,,,,,VAVI,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483639,L,,,5,,,,,,,,,,,,,,EMNI,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483638,L,,,0.5,,,,,,,,,,,,,,EQSC,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483637,L,,,0.5,,,,,,,,,,,,,,EPAN2,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483636,L,,,5,,,,,,,,,,,,,,GELI2,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483635,L,,,0.5,,,,,,,,,,,,,,LUAR2,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483634,L,,,0.5,,,,,,,,,,,,,,PELA,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483633,L,,,0.5,,,,,,,,,,,,,,FEAL,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483632,L,,,65,,,,,,,,,,,,,,FMOSS,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483631,L,,,5,,,,,,,,,,,,,,DICRA8,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483630,L,,,0.5,,,,,,,,,,,,,,LICHEN,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483629,L,,,0.5,,,,,,,,,,,,,,PEAP60,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483628,X,,,5,,,,,,,,,,,,,,LTRNDL,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483627,X,,,15,,,,,,,,,,,,,,LTRH,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483626,X,,,5,,,,,,,,,,,,,,1HR,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483625,X,,,5,,,,,,,,,,,,,,10HR,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483624,X,,,5,,,,,,,,,,,,,,100HR,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483623,X,,,5,,,,,,,,,,,,,,MIN,,
DENA-HQ-TX-13,6/22/2021 2:59:14 PM,-2147483622,X,,,5,,,,,,,,,,,,,,CONE,,
DENA-HQ-TX-13,6/21/2023 12:55:47 PM,,,,,,,,,,,,0.02,,,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-A06,6/17/2013 2:59:34 PM,,,,,,,,,,,,0.07,J. Barnes; B. West; L. Schomaker,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483648,L,,,60,,,,5,3,,,,,,,,,PIMA,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483647,L,,,20,,,,,,,,,,,,,,BENA,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483646,L,,,40,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483645,L,,,10,,,,,,,,,,,,,,VAUL,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483644,L,,,10,,,,,,,,,,,,,,VAVI,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483643,L,,,5,,,,,,,,,,,,,,EMNI,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483642,L,,,2,,,,,,,,,,,,,,RUCH,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483641,L,,,5,,,,,,,,,,,,,,EQSY,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483640,L,,,3,,,,,,,,,,,,,,CABI5,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483639,L,,,15,,,,,,,,,,,,,,SPHAG2,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483638,L,,,10,,,,,,,,,,,,,,HYSP70,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483637,L,,,55,,,,,,,,,,,,,,PLSC70,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483636,L,,,20,,,,,,,,,,,,,,CLADI3,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483635,L,,,5,,,,,,,,,,,,,,CLADO3,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483634,L,,,5,,,,,,,,,,,,,,LICHEN,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483633,L,,,10,,,,,,,,,,,,,,PEAP60,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483632,X,,,1,,,,,,,,,,,,,,LTRNDL,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483631,X,,,5,,,,,,,,,,,,,,LTRH,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483630,X,,,2,,,,,,,,,,,,,,1HR,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483629,X,,,1,,,,,,,,,,,,,,10HR,,
LACL-CUR-A06,6/17/2013 2:59:34 PM,-2147483628,X,,,1,,,,,,,,,,,,,,100HR,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,,,,,,,,,,,,0.07,J. Barnes; B. West; L. Schomaker,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483647,L,,R,0.5,,,,,,,,,,,,,,BENA,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483646,L,,R,0.5,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483645,L,,R,0.5,,,,,,,,,,,,,,VAUL,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483644,L,,R,0.5,,,,,,,,,,,,,,RUCH,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483643,L,,,2,,,,,,,,,,,,,,EQSY,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483642,L,,,0.5,,,,,,,,,,,,,,CABI5,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483641,D,,,10,,Scorched,,,,,,,,,,,,SPHAG2,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483640,L,,,0.5,,,,,,,,,,,,,,PLSC70,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483639,L,,,0.5,,,,,,,,,,,,,,CEPU12,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483638,L,,,0.5,,,,,,,,,,,,,,POJU70,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483637,L,,,0.5,,,,,,,,,,,,,,MAPO16,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483636,X,,,35,,,,,,,,,,,,,,DM,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483635,X,,,25,,,,,,,,,,,,,,UD,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483634,X,,,5,,,,,,,,,,,,,,LD,,
LACL-CUR-A06,6/17/2014 3:00:36 PM,-2147483633,X,,,1,,,,,,,,,,,,,,MIN,,
DENA-A274-F8,7/10/2007 2:40:12 PM,,,,,,,,,,,,,,,,,,,,True,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483648,L,,,4.5,1.5,,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483647,L,,,4.5,1.5,,,,,,,,,,,,,LALA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483646,L,SE,I,0.5,1.5,1 seedling,,,,,,,,,,,,BEPA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483645,L,,R,0.5,,,,,,,,,,,,,,BENA,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483644,L,,R,42,0.2,,,,,,,,,,,,,LEPA11,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483643,L,,R,4.5,0.2,,,,,,,,,,,,,VAUL,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483642,L,,R,4.5,0.2,,,,,,,,,,,,,VAVI,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483641,L,,,0.5,,,,,,,,,,,,,,CAREX,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483640,L,,,17,,,,,,,,,,,,,,ERVA4,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483639,L,,,4.5,,,,,,,,,,,,,,GELI2,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483638,L,,,4.5,,,,,,,,,,,,,,CLADI3,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483637,L,,,4.5,,,,,,,,,,,,,,LICHEN,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483636,L,,,42,,,,,,,,,,,,,,SPHAG2,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483635,L,,,4.5,,,,,,,,,,,,,,MOSS,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483634,L,,,17,,,,,,,,,,,,,,RUCH,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483633,L,,,4.5,,,,,,,,,,,,,,CEPU12,,
DENA-A274-F8,7/10/2007 2:40:12 PM,-2147483632,L,,,4.5,,,,,,,,,,,,,,POJU70,,
DENA-A274-F8,7/22/2016 2:19:59 PM,,,,,,,,,,,,0.07,Jennifer Barnes,J. Hrobak,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483648,L,,M,1,0.3,Seedling,,,,,,,,,,,,PIMA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483647,L,,,1,1.1,,,2,1.5,,,,,,,,,LALA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483646,L,,R,2,0.25,,,,,,,,,,,,,BENA,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483645,L,,R,10,0.15,,,,,,,,,,,,,LEPAD,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483644,L,,R,8,0.25,,,,,,,,,,,,,VAUL,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483643,L,,R,5,0.15,,,,,,,,,,,,,VAVI,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483642,L,,R,0.5,,,,,,,,,,,,,,ANPO,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483641,L,,R,30,0.15,,,,,,,,,,,,,RUCH,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483640,L,,,0.5,0.05,,,,,,,,,,,,,VAOX,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483639,L,,,0.5,0.2,,,,,,,,,,,,,CHCA2,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483638,L,,,0.5,,Seedlings,,,,,,,,,,,,EPAN2,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483637,L,,R,0.5,,,,,,,,,,,,,,GELI2,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483636,L,,R,15,,,,,,,,,,,,,,ERVA4,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483635,L,,,20,,,,,,,,,,,,,,SPHAG2,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483634,L,,,2,,,,,,,,,,,,,,CEPU12,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483633,L,,,2,,,,,,,,,,,,,,POJU70,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483632,L,,,0.5,,,,,,,,,,,,,,MAPO16,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483631,L,,,12,,Large patches of early sucessional,,,,,,,,,,,,CLADO3,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483630,L,,,5,,unburned patches mixed with CLRA and CLMI,,,,,,,,,,,,CLADI3,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483629,L,,,1,,,,,,,,,,,,,,PEAP60,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483628,X,,,10,,,,,,,,,,,,,,LTRH,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483627,X,,,1,,,,,,,,,,,,,,1HR,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483626,X,,,1,,,,,,,,,,,,,,10HR,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483625,X,,,3,,,,,,,,,,,,,,100HR,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483624,X,,,0.5,,,,,,,,,,,,,,POTEN,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483623,X,,,20,,,,,,,,,,,,,,DM,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483622,X,,,10,,,,,,,,,,,,,,UD,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483621,X,,,1,,,,,,,,,,,,,,LD,,
DENA-A274-F8,7/22/2016 2:19:59 PM,-2147483620,X,,,10,,,,,,,,,,,,,,W,,
A148-90-324,7/14/2005 2:20:56 PM,,,,,,,,,,,,,,,,,,,,True,
A148-90-324,7/14/2005 2:20:56 PM,1,L,,,4.5,,,,, OcularVeg,,,,,,,,,COCA13,,
A148-90-324,7/14/2005 2:20:56 PM,2,L,,,4.5,,,,, OcularVeg,,,,,,,,,EPAN2,,
A148-90-324,7/14/2005 2:20:56 PM,3,L,,,42,,,,, OcularVeg,,,,,,,,,ROAC,,
A148-90-324,7/14/2005 2:20:56 PM,4,L,,,4.5,,,,, OcularVeg,,,,,,,,,SALIX,,
A148-90-324,7/14/2005 2:20:56 PM,5,L,,,67,,,,, OcularVeg,,,,,,,,,LEPA11,,
A148-90-324,7/14/2005 2:20:56 PM,6,L,,,4.5,,,,, OcularVeg,,,,,,,,,PIMA,,
A148-90-324,7/14/2005 2:20:56 PM,7,L,,,42,,,,, OcularVeg,,,,,,,,,VAUL,,
A148-90-324,7/14/2005 2:20:56 PM,8,L,,,4.5,,,,, OcularVeg,,,,,,,,,BEPA,,
A148-90-324,7/14/2005 2:20:56 PM,9,L,,,17,,,,, OcularVeg,,,,,,,,,VAVI,,
